"Beer_ID","Beer Name","Style","ABV","IBU","Ounces","Brew_ID","Brewery Name","City","State"
2203,"Sunshine Pils","American Pilsner",0.045,45,12,98,"Tröegs Brewing Company","Hershey"," PA"
1510,"Troegenator Doublebock","Doppelbock",0.082,25,16,98,"Tröegs Brewing Company","Hershey"," PA"
1509,"Perpetual IPA","American IPA",0.075,85,12,98,"Tröegs Brewing Company","Hershey"," PA"
2442,"Cortez Gold","Belgian Pale Ale",0.05,NA,32,99,"Mission Brewery","San Diego"," CA"
2441,"Mission IPA","American IPA",0.068,66,32,99,"Mission Brewery","San Diego"," CA"
1460,"El Conquistador Extra Pale Ale","American Pale Ale (APA)",0.048,44,32,99,"Mission Brewery","San Diego"," CA"
1459,"Shipwrecked Double IPA","American Double / Imperial IPA",0.092,75,32,99,"Mission Brewery","San Diego"," CA"
2440,"Bay of Bengal Double IPA (2014)","American Double / Imperial IPA",0.089,126,12,100,"Christian Moerlein Brewing Company","Cincinnati"," OH"
2439,"Christmas Ale","Herbed / Spiced Beer",0.09,NA,12,101,"West Sixth Brewing","Lexington"," KY"
2356,"Pay It Forward Cocoa Porter","American Porter",0.07,NA,12,101,"West Sixth Brewing","Lexington"," KY"
1069,"West Sixth Amber Ale","American Amber / Red Ale",0.055,NA,12,101,"West Sixth Brewing","Lexington"," KY"
652,"West Sixth IPA","American IPA",NA,NA,12,101,"West Sixth Brewing","Lexington"," KY"
2438,"Rhode Island Blueberry","Kölsch",0.046,11,12,102,"Coastal Extreme Brewing Company","Newport"," RI"
2437,"Newport Storm IPA","American IPA",0.065,75,12,102,"Coastal Extreme Brewing Company","Newport"," RI"
751,"Hurricane Amber Ale (2004)","American Amber / Red Ale",0.052,24,12,102,"Coastal Extreme Brewing Company","Newport"," RI"
120,"Hurricane Amber Ale","American Amber / Red Ale",0.052,24,12,102,"Coastal Extreme Brewing Company","Newport"," RI"
2436,"Amber Ale","American Amber / Red Ale",0.051,NA,12,103,"King Street Brewing Company","Anchorage"," AK"
1706,"King Street Pilsner","Czech Pilsener",0.055,NA,12,103,"King Street Brewing Company","Anchorage"," AK"
1667,"King Street IPA","American IPA",0.06,70,12,103,"King Street Brewing Company","Anchorage"," AK"
1666,"King Street Hefeweizen","Hefeweizen",0.057,10,12,103,"King Street Brewing Company","Anchorage"," AK"
1665,"King Street Blonde Ale","American Blonde Ale",0.049,NA,12,103,"King Street Brewing Company","Anchorage"," AK"
2435,"Watermelon Ale","Fruit / Vegetable Beer",0.05,10,12,104,"Beer Works Brewery","Lowell"," MA"
2423,"Fenway American Pale Ale","American Pale Ale (APA)",0.058,45,12,104,"Beer Works Brewery","Lowell"," MA"
2420,"Back Bay IPA","American IPA",0.068,85,12,104,"Beer Works Brewery","Lowell"," MA"
2419,"Bunker Hill Blueberry Ale ","Other",0.048,16,12,104,"Beer Works Brewery","Lowell"," MA"
2434,"Peach Pale Ale","American Pale Ale (APA)",0.057,40,12,105,"Lone Tree Brewing Company","Lone Tree"," CO"
2428,"Four String Vanilla Porter","American Porter",0.06,NA,12,106,"Four String Brewing Company","Columbus"," OH"
2427,"Suncaster Summer Wheat","American Pale Wheat Ale",0.05,28,12,106,"Four String Brewing Company","Columbus"," OH"
2425,"Brass Knuckle Pale Ale","American Pale Ale (APA)",0.057,36,12,106,"Four String Brewing Company","Columbus"," OH"
2424,"Big Star White IPA","American White IPA",0.07,70,12,106,"Four String Brewing Company","Columbus"," OH"
2426,"Clean Shave IPA","American IPA",0.067,70,12,107,"Glabrous Brewing Company","Pineland"," ME"
2422,"Firestarter India Pale Ale","American IPA",0.066,72,12,108,"Bonfire Brewing Company","Eagle"," CO"
1727,"Kilt Dropper Scotch Ale","Scotch Ale / Wee Heavy",0.075,22,16,108,"Bonfire Brewing Company","Eagle"," CO"
1614,"Wood Splitter Pilsner","Czech Pilsener",0.048,30,16,108,"Bonfire Brewing Company","Eagle"," CO"
1613,"Gyptoberfest","Märzen / Oktoberfest",0.056,26,12,108,"Bonfire Brewing Company","Eagle"," CO"
1549,"Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)",0.07,94,16,108,"Bonfire Brewing Company","Eagle"," CO"
1548,"Slow & Steady Golden Ale","American Blonde Ale",0.047,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
1517,"Pink-I Raspberry IPA","American IPA",0.068,NA,16,108,"Bonfire Brewing Company","Eagle"," CO"
1500,"Moe's Original Bar B Que 'Bama Brew Golden Ale","American Blonde Ale",0.047,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
1421,"Live Local Golden Ale","American Blonde Ale",0.047,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
1360,"Screaming Eagle Special Ale ESB","Extra Special / Strong Bitter (ESB)",0.048,38,12,108,"Bonfire Brewing Company","Eagle"," CO"
1184,"Dirtbag Dunkel","Munich Dunkel Lager",0.049,NA,16,108,"Bonfire Brewing Company","Eagle"," CO"
1183,"Kindler Pale Ale","American Pale Ale (APA)",0.053,45,12,108,"Bonfire Brewing Company","Eagle"," CO"
1023,"Mistress Winter Wheat","Winter Warmer",0.064,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
998,"Tent Pole Vanilla Porter","American Porter",0.061,NA,16,108,"Bonfire Brewing Company","Eagle"," CO"
997,"Awry Rye Pale Ale","American Pale Ale (APA)",0.058,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
996,"Demshitz Brown Ale","American Brown Ale",0.058,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
931,"Wood Splitter Pilsner (2012)","Czech Pilsener",0.048,NA,12,108,"Bonfire Brewing Company","Eagle"," CO"
798,"Brush Creek Blonde","American Blonde Ale",0.048,NA,16,108,"Bonfire Brewing Company","Eagle"," CO"
633,"Firestarter India Pale Ale","American IPA",0.066,72,16,108,"Bonfire Brewing Company","Eagle"," CO"
2421,"Watermelon Ale","Fruit / Vegetable Beer",0.051,11,12,109,"Thomas Hooker Brewing Company","Bloomfield"," CT"
2417,"4000 Footer IPA","American IPA",0.065,82,12,110,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
2306,"Summer Brew","American Pilsner",0.028,15,12,110,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
2414,"Consilium","American Pale Ale (APA)",0.05,40,12,111,"Renegade Brewing Company","Denver"," CO"
1581,"Hammer & Sickle","Russian Imperial Stout",0.09,60,12,111,"Renegade Brewing Company","Denver"," CO"
1176,"Redacted Rye IPA","American IPA",0.07,100,16,111,"Renegade Brewing Company","Denver"," CO"
1006,"Elevation Triple India Pale Ale","American Double / Imperial IPA",0.099,100,12,111,"Renegade Brewing Company","Denver"," CO"
1005,"5:00 O'Clock Afternoon Ale","American Blonde Ale",0.05,25,16,111,"Renegade Brewing Company","Denver"," CO"
636,"Ryeteous Rye IPA (2012)","American IPA",0.07,100,16,111,"Renegade Brewing Company","Denver"," CO"
2413,"Cali Creamin'","Cream Ale",0.052,21,12,112,"Mother Earth Brew Company","Vista"," CA"
2412,"Deception","American Blonde Ale",0.045,16,12,113,"Black Market Brewing Company","Temecula"," CA"
1898,"Blackmarket Rye IPA","American IPA",0.075,35,12,113,"Black Market Brewing Company","Temecula"," CA"
1897,"Black Market Hefeweizen","Hefeweizen",0.05,8,12,113,"Black Market Brewing Company","Temecula"," CA"
1896,"Aftermath Pale Ale","American Pale Ale (APA)",0.058,44,12,113,"Black Market Brewing Company","Temecula"," CA"
2411,"Nitro Can Coffee Stout","American Stout",0.052,NA,12,114,"Vault Brewing Company","Yardley"," PA"
2408,"Welcome to Scoville","American IPA",0.069,NA,12,115,"Jailbreak Brewing Company","Laurel"," MD"
2407,"Rule G IPA","American IPA",0.07,88,12,116,"Smartmouth Brewing Company","Norfolk"," VA"
2406,"Murphy's Law","American Amber / Red Ale",0.058,35,12,116,"Smartmouth Brewing Company","Norfolk"," VA"
2405,"Alter Ego ","Saison / Farmhouse Ale",0.062,33,12,116,"Smartmouth Brewing Company","Norfolk"," VA"
2404,"Hop in the ‘Pool Helles","American Pilsner",0.049,22,12,117,"Base Camp Brewing Co.","Portland"," OR"
2323,"Ultra Gnar Gnar IPA","American IPA",0.067,60,12,117,"Base Camp Brewing Co.","Portland"," OR"
2189,"In-Tents India Pale Lager","American Pale Lager",0.068,62,12,117,"Base Camp Brewing Co.","Portland"," OR"
2188,"Lost Meridian Wit","Witbier",0.05,20,12,117,"Base Camp Brewing Co.","Portland"," OR"
2187,"Celestial Meridian Cascadian Dark Lager","Euro Dark Lager",0.051,45,12,117,"Base Camp Brewing Co.","Portland"," OR"
2403,"P-Town Pilsner","American Pilsner",0.04,20,12,118,"Alameda Brewing","Portland"," OR"
2402,"Klickitat Pale Ale","American Pale Ale (APA)",0.053,36,12,118,"Alameda Brewing","Portland"," OR"
2401,"Yellow Wolf Imperial IPA","American Double / Imperial IPA",0.082,103,12,118,"Alameda Brewing","Portland"," OR"
2387,"Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,12,119,"Southern Star Brewing Company","Conroe"," TX"
2267,"Walloon","Saison / Farmhouse Ale",0.055,NA,12,119,"Southern Star Brewing Company","Conroe"," TX"
1740,"Le Mort Vivant","Bière de Garde",0.069,23,12,119,"Southern Star Brewing Company","Conroe"," TX"
1728,"Red Cockaded Ale","American Double / Imperial IPA",0.085,110,12,119,"Southern Star Brewing Company","Conroe"," TX"
1497,"Valkyrie Double IPA","American Double / Imperial IPA",0.092,100,12,119,"Southern Star Brewing Company","Conroe"," TX"
1011,"Red Cockaded Ale (2013)","American Double / Imperial IPA",0.085,110,12,119,"Southern Star Brewing Company","Conroe"," TX"
1010,"Old Potentate","Old Ale",0.072,40,12,119,"Southern Star Brewing Company","Conroe"," TX"
856,"Bombshell Blonde","American Blonde Ale",0.05,20,16,119,"Southern Star Brewing Company","Conroe"," TX"
853,"PRO-AM (2012) (2012)","American Double / Imperial IPA",0.099,100,12,119,"Southern Star Brewing Company","Conroe"," TX"
691,"Walloon (2014)","Saison / Farmhouse Ale",0.055,NA,12,119,"Southern Star Brewing Company","Conroe"," TX"
555,"Le Mort Vivant (2011)","Bière de Garde",0.069,23,12,119,"Southern Star Brewing Company","Conroe"," TX"
46,"Buried Hatchet Stout","Foreign / Export Stout",0.083,50,12,119,"Southern Star Brewing Company","Conroe"," TX"
45,"Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,16,119,"Southern Star Brewing Company","Conroe"," TX"
44,"Bombshell Blonde","American Blonde Ale",0.05,20,12,119,"Southern Star Brewing Company","Conroe"," TX"
2386,"Third Eye Enlightened Pale Ale","American Pale Ale (APA)",0.065,65,12,120,"Steamworks Brewing Company","Durango"," CO"
92,"Colorado Kölsch","Kölsch",0.049,17,12,120,"Steamworks Brewing Company","Durango"," CO"
91,"Steam Engine Lager","American Amber / Red Lager",0.057,25,12,120,"Steamworks Brewing Company","Durango"," CO"
90,"Third Eye Pale Ale","American IPA",0.065,65,12,120,"Steamworks Brewing Company","Durango"," CO"
2385,"Watermelon Wheat","American Pale Wheat Ale",0.056,NA,12,121,"Horny Goat Brew Pub","Milwaukee"," WI"
2384,"Laka Laka Pineapple","Hefeweizen",0.051,17,12,121,"Horny Goat Brew Pub","Milwaukee"," WI"
2383,"Oktoberfest","Märzen / Oktoberfest",0.06,NA,16,121,"Horny Goat Brew Pub","Milwaukee"," WI"
2380,"IPA #11","American IPA",0.057,58,16,122,"Cheboygan Brewing Company","Cheboygan"," MI"
2379,"Blood Orange Honey","Fruit / Vegetable Beer",0.057,10,16,122,"Cheboygan Brewing Company","Cheboygan"," MI"
2354,"Lighthouse Amber","Altbier",0.052,NA,16,122,"Cheboygan Brewing Company","Cheboygan"," MI"
2377,"Main St. Virginia Ale","Altbier",0.05,40,12,123,"Center of the Universe Brewing C...","Ashland"," VA"
1839,"Chin Music Amber Lager","American Amber / Red Lager",0.045,24,12,123,"Center of the Universe Brewing C...","Ashland"," VA"
1248,"Main St. Virginia Ale","Altbier",0.05,40,12,123,"Center of the Universe Brewing C...","Ashland"," VA"
1247,"Ray Ray’s Pale Ale","American Pale Ale (APA)",0.052,42,12,123,"Center of the Universe Brewing C...","Ashland"," VA"
2376,"Summer Ale","American Blonde Ale",0.049,NA,12,124,"Ipswich Ale Brewery","Ipswich"," MA"
2375,"Mr. Blue Sky","American Pale Wheat Ale",0.045,6,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2143,"3 Scrooges","Winter Warmer",0.065,NA,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2142,"Screamin’ Pumpkin","Pumpkin Ale",0.05,25,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2141,"Grand Trunk Bohemian Pils","Czech Pilsener",0.05,35,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2140,"El Rojo","American Amber / Red Ale",0.065,25,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2139,"Norm's Raggedy Ass IPA","American IPA",0.075,NA,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2138,"Grind Line","American Pale Ale (APA)",0.05,35,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2007,"Norm's Gateway IPA","American IPA",0.04,55,12,125,"Griffin Claw Brewing Company","Birmingham"," MI"
1570,"Lemon Shandy Tripel","Tripel",0.09,NA,16,125,"Griffin Claw Brewing Company","Birmingham"," MI"
2374,"Weisse Versa (2012)","Hefeweizen",0.052,16,12,126,"Karbach Brewing Company","Houston"," TX"
1560,"Mother in Lager","Munich Dunkel Lager",0.058,25,12,126,"Karbach Brewing Company","Houston"," TX"
1557,"Weekend Warrior Pale Ale","American Pale Ale (APA)",0.055,40,12,126,"Karbach Brewing Company","Houston"," TX"
1458,"Karbachtoberfest","Märzen / Oktoberfest",0.055,25,12,126,"Karbach Brewing Company","Houston"," TX"
1235,"Love Street Summer Seasonal (2014)","Kölsch",0.047,20,12,126,"Karbach Brewing Company","Houston"," TX"
1068,"Barn Burner Saison","Saison / Farmhouse Ale",0.066,20,12,126,"Karbach Brewing Company","Houston"," TX"
666,"Rodeo Clown Double IPA","American Double / Imperial IPA",0.095,85,12,126,"Karbach Brewing Company","Houston"," TX"
465,"Sympathy for the Lager","American Amber / Red Lager",0.049,45,12,126,"Karbach Brewing Company","Houston"," TX"
464,"Weisse Versa","Hefeweizen",0.052,15,12,126,"Karbach Brewing Company","Houston"," TX"
463,"Hopadillo India Pale Ale","American IPA",0.066,70,12,126,"Karbach Brewing Company","Houston"," TX"
2372,"The Green Room","American IPA",0.06,75,16,127,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
2367,"Humbucker Helles","Maibock / Helles Bock",0.047,25,16,127,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
2371,"Neato Bandito","Euro Pale Lager",0.06,NA,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
2251,"Oak Cliff Coffee Ale","American Brown Ale",0.075,33,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
2166,"Dream Crusher Double IPA","American Double / Imperial IPA",0.085,100,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
1827,"Deep Ellum Pale Ale","American Pale Ale (APA)",0.06,NA,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
1203,"Double Brown Stout","Baltic Porter",0.07,NA,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
1202,"Farmhouse Wit","Saison / Farmhouse Ale",0.048,25,16,128,"Deep Ellum Brewing Company","Dallas"," TX"
1161,"Rye Pils Session Lager","German Pilsener",0.046,NA,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
946,"Dallas Blonde","American Blonde Ale",0.052,23,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
943,"Deep Ellum IPA","American IPA",0.07,70,12,128,"Deep Ellum Brewing Company","Dallas"," TX"
2370,"18th Anniversary Gose","Gose",0.044,5,12,129,"Real Ale Brewing Company","Blanco"," TX"
2211,"White (2015)","Witbier",0.046,25,12,129,"Real Ale Brewing Company","Blanco"," TX"
1861,"BLAKKR","American Black Ale",0.099,85,12,129,"Real Ale Brewing Company","Blanco"," TX"
1718,"Firemans #4 Blonde Ale (2013)","American Blonde Ale",0.051,21,12,129,"Real Ale Brewing Company","Blanco"," TX"
1290,"The Sword Iron Swan Ale","English Pale Ale",0.059,NA,12,129,"Real Ale Brewing Company","Blanco"," TX"
1091,"Hans' Pils (2015)","German Pilsener",0.053,52,12,129,"Real Ale Brewing Company","Blanco"," TX"
1086,"Four Squared (2015)","American Blonde Ale",0.06,50,12,129,"Real Ale Brewing Company","Blanco"," TX"
830,"Firemans #4 Blonde Ale (2015)","American Blonde Ale",0.051,21,12,129,"Real Ale Brewing Company","Blanco"," TX"
2369,"Straub Beer (Current)","American Adjunct Lager",0.05,NA,12,130,"Straub Brewery","St Mary's"," PA"
2233,"American Lager","American Adjunct Lager",0.041,8,12,130,"Straub Brewery","St Mary's"," PA"
2232,"American Amber","American Amber / Red Lager",0.041,8,12,130,"Straub Brewery","St Mary's"," PA"
2231,"American Light","Light Lager",0.032,13,12,130,"Straub Brewery","St Mary's"," PA"
2368,"Black Hop IPA","American Black Ale",0.068,NA,12,131,"Shebeen Brewing Company","Wolcott"," CT"
2366,"Point Special (Current)","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2365,"Point Special","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2270,"Point Cascade Pale Ale (2013)","American Pale Ale (APA)",0.054,33,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2228,"Point Special","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2151,"Onyx Black Ale","American Black Ale",0.052,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2150,"Beyond The Pale IPA","American IPA",0.063,64,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2122,"Point Special (2013)","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2121,"Point Special (2012)","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2115,"Point Special Lager","American Adjunct Lager",0.047,9,16,132,"Stevens Point Brewery","Stevens Point"," WI"
1450,"St. Benedict's Winter Ale","Winter Warmer",0.062,NA,12,132,"Stevens Point Brewery","Stevens Point"," WI"
1357,"Point Oktoberfest","Märzen / Oktoberfest",0.057,15,16,132,"Stevens Point Brewery","Stevens Point"," WI"
1225,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.052,7,16,132,"Stevens Point Brewery","Stevens Point"," WI"
816,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.05,7,12,132,"Stevens Point Brewery","Stevens Point"," WI"
772,"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",0.05,7,12,132,"Stevens Point Brewery","Stevens Point"," WI"
684,"Drop Dead Blonde","American Blonde Ale",0.035,NA,12,132,"Stevens Point Brewery","Stevens Point"," WI"
650,"Three Kings Ale","Kölsch",0.049,13,12,132,"Stevens Point Brewery","Stevens Point"," WI"
456,"Point Oktoberfest","Märzen / Oktoberfest",0.057,15,12,132,"Stevens Point Brewery","Stevens Point"," WI"
357,"2012 Black Ale","American Brown Ale",0.054,32,12,132,"Stevens Point Brewery","Stevens Point"," WI"
141,"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",0.05,7,12,132,"Stevens Point Brewery","Stevens Point"," WI"
140,"Point Cascade Pale Ale","American Pale Ale (APA)",0.054,33,12,132,"Stevens Point Brewery","Stevens Point"," WI"
139,"Point Amber Classic","American Amber / Red Lager",0.047,14,12,132,"Stevens Point Brewery","Stevens Point"," WI"
138,"Point Special Lager","American Adjunct Lager",0.047,9,12,132,"Stevens Point Brewery","Stevens Point"," WI"
2364,"Royal Lager","American Pale Lager",NA,NA,16,133,"Weston Brewing Company","Weston"," MO"
2348,"Rip Van Winkle (Current)","Bock",0.08,NA,12,133,"Weston Brewing Company","Weston"," MO"
2344,"O’Malley’s Stout","English Stout",NA,NA,12,133,"Weston Brewing Company","Weston"," MO"
2343,"O’Malley’s IPA","American IPA",0.075,89,12,133,"Weston Brewing Company","Weston"," MO"
2342,"O’Malley’s Irish Style Cream Ale","Cream Ale",NA,NA,12,133,"Weston Brewing Company","Weston"," MO"
2341,"L'il Lucy's Hot Pepper Ale","Chile Beer",0.049,28,12,133,"Weston Brewing Company","Weston"," MO"
2340,"Drop Kick Ale","American Amber / Red Ale",0.052,NA,12,133,"Weston Brewing Company","Weston"," MO"
2362,"2014 IPA Cicada Series","American IPA",0.075,72,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
2346,"Sinister Minister Black IPA","American IPA",0.077,65,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
2320,"Jack the Sipper","Extra Special / Strong Bitter (ESB)",0.053,45,12,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
2297,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,12,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
2296,"Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,12,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
1745,"Mississippi Fire Ant","American Amber / Red Ale",0.08,80,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
1120,"Hipster Breakfast","Oatmeal Stout",0.058,40,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
1118,"Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
1117,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,16,134,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
2361,"Axe Head Malt Liquor","American Malt Liquor",0.099,NA,24,135,"Minhas Craft Brewery","Monroe"," WI"
2359,"Huber Bock (2014)","Bock",0.054,NA,16,135,"Minhas Craft Brewery","Monroe"," WI"
2358,"Minhas Light (2012)","Light Lager",0.04,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2282,"Huber","American Pale Lager",0.05,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2281,"Clear Creek Ice","American Pale Lager",0.062,NA,16,135,"Minhas Craft Brewery","Monroe"," WI"
2280,"Clear Creek Ice","American Pale Lager",0.062,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2279,"Mountain Crest","American Pale Lager",0.055,NA,16,135,"Minhas Craft Brewery","Monroe"," WI"
2278,"Mountain Crest","American Pale Lager",0.055,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2277,"Mountain Creek (2013)","American Pale Lager",0.055,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2276,"Boxer","American Adjunct Lager",0.05,NA,24,135,"Minhas Craft Brewery","Monroe"," WI"
2275,"Boxer Light","Light Lager",0.042,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2274,"Boxer Ice","American Adjunct Lager",0.055,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2273,"Boxer","American Adjunct Lager",0.05,NA,12,135,"Minhas Craft Brewery","Monroe"," WI"
2360,"Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12,136,"Pug Ryan's Brewery","Dillon"," CO"
1463,"Hideout Helles","Munich Helles Lager",0.069,17,12,136,"Pug Ryan's Brewery","Dillon"," CO"
1462,"Dead Eye Dunkel","Munich Dunkel Lager",0.06,15,12,136,"Pug Ryan's Brewery","Dillon"," CO"
1461,"Peacemaker Pilsner","Czech Pilsener",0.058,21,12,136,"Pug Ryan's Brewery","Dillon"," CO"
711,"Over the Rail Pale Ale","American Pale Ale (APA)",0.057,68,12,136,"Pug Ryan's Brewery","Dillon"," CO"
188,"Pallavicini Pilsner (2009)","Czech Pilsener",0.058,21,12,136,"Pug Ryan's Brewery","Dillon"," CO"
130,"Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12,136,"Pug Ryan's Brewery","Dillon"," CO"
2357,"Porter Culture","American Porter",0.065,NA,12,137,"Hops & Grains Brewing Company","Austin"," TX"
2353,"Sietsema Red Label","Cider",0.069,NA,16,138,"Sietsema Orchards and Cider Mill","Ada"," MI"
2352,"Extra Pale Ale","American Pale Ale (APA)",0.053,49,12,139,"Summit Brewing Company","St Paul"," MN"
2351,"Behemoth","American Pilsner",0.05,NA,12,140,"Core Brewing & Distilling Company","Springdale"," AR"
1650,"Arkansas Red","American Amber / Red Ale",0.052,NA,12,140,"Core Brewing & Distilling Company","Springdale"," AR"
1337,"Core Oatmeal Stout","Oatmeal Stout",0.057,NA,12,140,"Core Brewing & Distilling Company","Springdale"," AR"
1336,"Core ESB","Extra Special / Strong Bitter (ESB)",0.061,NA,12,140,"Core Brewing & Distilling Company","Springdale"," AR"
2350,"Oklahoma Suks","American Amber / Red Ale",0.048,32,12,141,"Independence Brewing Company","Austin"," TX"
2301,"Power & Light","American Pale Ale (APA)",0.055,42,12,141,"Independence Brewing Company","Austin"," TX"
1904,"White Rabbit ","Witbier",0.059,27,12,141,"Independence Brewing Company","Austin"," TX"
2349,"Cubano Espresso","Bock",0.055,25,12,142,"Cigar City Brewing Company","Tampa"," FL"
2014,"Operation Homefront","American IPA",0.062,65,12,142,"Cigar City Brewing Company","Tampa"," FL"
2013,"Wandering Pelican","American Black Ale",0.082,65,12,142,"Cigar City Brewing Company","Tampa"," FL"
2012,"Sugar Plum","American Brown Ale",0.055,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
2011,"Oktoberfest","Märzen / Oktoberfest",0.055,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
2010,"Puppy's Breath Porter","American Porter",0.06,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
2009,"Happening Now","American IPA",0.045,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
1726,"Hopped on the High Seas (Hop #529)","American IPA",0.07,60,12,142,"Cigar City Brewing Company","Tampa"," FL"
1725,"Hopped on the High Seas (Calypso)","American IPA",0.07,60,12,142,"Cigar City Brewing Company","Tampa"," FL"
1695,"Wiregrass Post-Prohibition Ale","American Pale Ale (APA)",0.063,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
1694,"Dry-Hopped On The High Seas Caribbean-Style IPA","American IPA",0.07,60,12,142,"Cigar City Brewing Company","Tampa"," FL"
1693,"Hopped on the High Seas (Citra)","American IPA",0.07,60,12,142,"Cigar City Brewing Company","Tampa"," FL"
1692,"Hopped on the High Seas (Ahtanum)","American IPA",0.07,60,12,142,"Cigar City Brewing Company","Tampa"," FL"
1369,"Gwar Beer","American Pale Ale (APA)",0.055,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
1243,"Tropical Heatwave","American Pale Wheat Ale",0.052,NA,16,142,"Cigar City Brewing Company","Tampa"," FL"
1142,"Humidor Series India Pale Ale","American IPA",0.075,70,12,142,"Cigar City Brewing Company","Tampa"," FL"
1141,"Jai Alai IPA Aged on White Oak","American IPA",0.075,70,12,142,"Cigar City Brewing Company","Tampa"," FL"
1140,"José Martí American Porter","American Porter",0.08,65,12,142,"Cigar City Brewing Company","Tampa"," FL"
1139,"Invasion Pale Ale","American Pale Ale (APA)",0.05,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
1138,"Maduro Brown Ale","English Brown Ale",0.055,25,12,142,"Cigar City Brewing Company","Tampa"," FL"
571,"Maduro Brown Ale","American Brown Ale",0.055,25,12,142,"Cigar City Brewing Company","Tampa"," FL"
570,"Hotter Than Helles Lager","Munich Helles Lager",0.05,NA,12,142,"Cigar City Brewing Company","Tampa"," FL"
569,"Tocobaga Red Ale","American Amber / Red Ale",0.072,75,12,142,"Cigar City Brewing Company","Tampa"," FL"
